email,first_name,last_name,cf_id,company_name,description,end_date,Left of Goal,outcome
aandreas@protonmail.com,Augustin,Andreas,1114,Nunez-Richards,Exclusive attitude-oriented intranet,2021-03-10,88154.00,live
aandreas@yahoo.com,Adolfo,Andreas,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29,8362.00,live
iandreas@protonmail.com,Inaya,Andreas,563,Rush-Bowers,Persevering analyzing extranet,2021-12-26,71872.00,live
sandreas@gmail.com,Shin,Andreas,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29,8362.00,live
jandreotti@outlook.com,Jonas,Andreotti,563,Rush-Bowers,Persevering analyzing extranet,2021-12-26,71872.00,live
qandreozzi@outlook.com,Quianna,Andreozzi,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29,8362.00,live
eandres@gmail.com,Egiodeo,Andres,1911,Willis and Sons,Fundamental incremental database,2021-06-16,72323.00,live
jandres@live.com,Jasmin,Andres,563,Rush-Bowers,Persevering analyzing extranet,2021-12-26,71872.00,live
kandres@yandex.com,Kurt,Andres,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29,8362.00,live
mandres@live.com,Maddie,Andres,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29,8362.00,live
randres@yahoo.com,Roque,Andres,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29,8362.00,live
bandrews@yahoo.com,Byron,Andrews,1572,Mcmillan Group,Advanced cohesive Graphic Interface,2021-12-29,98164.00,live
landrews@yandex.com,Louetta,Andrews,968,Warren Ltd,Distributed system-worthy application,2021-09-21,153288.00,live
mandrews@gmail.com,Medard,Andrews,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29,8362.00,live
mandrews@gmail.com,Montes,Andrews,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29,8362.00,live
tandrews@protonmail.com,Tomika,Andrews,563,Rush-Bowers,Persevering analyzing extranet,2021-12-26,71872.00,live
eandriano@gmail.com,Emilia,Andriano,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29,8362.00,live
ganello@yandex.com,Gianni,Anello,1572,Mcmillan Group,Advanced cohesive Graphic Interface,2021-12-29,98164.00,live
dangeli@yandex.com,Daniel,Angeli,563,Rush-Bowers,Persevering analyzing extranet,2021-12-26,71872.00,live
kangelillo@protonmail.com,Kiara,Angelillo,1572,Mcmillan Group,Advanced cohesive Graphic Interface,2021-12-29,98164.00,live
langelis@protonmail.com,Laurene,Angelis,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29,8362.00,live
bangello@protonmail.com,Berg,Angello,1911,Willis and Sons,Fundamental incremental database,2021-06-16,72323.00,live
bangello@protonmail.com,Burton,Angello,1911,Willis and Sons,Fundamental incremental database,2021-06-16,72323.00,live
dangelo@yahoo.com,Donielle,Angelo,238,Parker PLC,Reduced interactive matrix,2021-07-21,41198.00,live
jangeloni@gmail.com,Jestine,Angeloni,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29,8362.00,live
mangeloni@outlook.com,Mignon,Angeloni,238,Parker PLC,Reduced interactive matrix,2021-07-21,41198.00,live
gangelotti@yandex.com,Germar,Angelotti,968,Warren Ltd,Distributed system-worthy application,2021-09-21,153288.00,live
sangers@gmail.com,Sandy,Angers,1114,Nunez-Richards,Exclusive attitude-oriented intranet,2021-03-10,88154.00,live
cangiolillo@yahoo.com,Cleo,Angiolillo,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29,8362.00,live
hannese@yahoo.com,Harold,Annese,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29,8362.00,live
kannese@yandex.com,Kamelia,Annese,1572,Mcmillan Group,Advanced cohesive Graphic Interface,2021-12-29,98164.00,live
aanselmo@outlook.com,Augusto,Anselmo,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29,8362.00,live
danthony@yahoo.com,Dashiell,Anthony,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29,8362.00,live
janthony@outlook.com,Jessika,Anthony,1114,Nunez-Richards,Exclusive attitude-oriented intranet,2021-03-10,88154.00,live
janthony@protonmail.com,Jaymie,Anthony,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29,8362.00,live
lanthony@live.com,Laurice,Anthony,1572,Mcmillan Group,Advanced cohesive Graphic Interface,2021-12-29,98164.00,live
ranthony@protonmail.com,Rich,Anthony,563,Rush-Bowers,Persevering analyzing extranet,2021-12-26,71872.00,live
zanthony@gmail.com,Zanipolo,Anthony,968,Warren Ltd,Distributed system-worthy application,2021-09-21,153288.00,live
aantonelli@yandex.com,Armonda,Antonelli,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29,8362.00,live
aantonellis@protonmail.com,Alvin,Antonellis,563,Rush-Bowers,Persevering analyzing extranet,2021-12-26,71872.00,live
cantoni@live.com,Carmyne,Antoni,563,Rush-Bowers,Persevering analyzing extranet,2021-12-26,71872.00,live
mantonini@outlook.com,Marcella,Antonini,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29,8362.00,live
mantonucci@outlook.com,Mechthild,Antonucci,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29,8362.00,live
mantonucci@yandex.com,Margit,Antonucci,563,Rush-Bowers,Persevering analyzing extranet,2021-12-26,71872.00,live
aaprea@live.com,Adolph,Aprea,968,Warren Ltd,Distributed system-worthy application,2021-09-21,153288.00,live
laquila@yahoo.com,Lucille,Aquila,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29,8362.00,live
barace@yandex.com,Bruno,Arace,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29,8362.00,live
karata@outlook.com,Kathyrn,Arata,1114,Nunez-Richards,Exclusive attitude-oriented intranet,2021-03-10,88154.00,live
warcand@live.com,Warren,Arcand,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29,8362.00,live
barcara@yandex.com,Bobby,Arcara,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29,8362.00,live
karcaro@yandex.com,Kevin,Arcaro,968,Warren Ltd,Distributed system-worthy application,2021-09-21,153288.00,live
garchambault@outlook.com,Gianmaria,Archambault,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29,8362.00,live
marchambault@outlook.com,Murray,Archambault,2488,Cooper Inc,Polarized discrete product,2021-03-21,1503.00,live
sarchambault@gmail.com,Sven,Archambault,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29,8362.00,live
marco@yahoo.com,Miles,Arco,563,Rush-Bowers,Persevering analyzing extranet,2021-12-26,71872.00,live
sardizzone@yahoo.com,Sabine,Ardizzone,910,Wiggins Ltd,Upgradable analyzing core,2021-11-24,3739.00,live
pargentieri@yahoo.com,Paloma,Argentieri,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29,8362.00,live
largenziano@gmail.com,Lara,Argenziano,968,Warren Ltd,Distributed system-worthy application,2021-09-21,153288.00,live
rargenziano@protonmail.com,Regine,Argenziano,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29,8362.00,live
dargo@outlook.com,Donatello,Argo,968,Warren Ltd,Distributed system-worthy application,2021-09-21,153288.00,live
earmand@yahoo.com,Enzo,Armand,2882,Barnes-Williams,Upgradable explicit forecast,2021-12-02,3768.00,live
carmbruster@protonmail.com,Carla,Armbruster,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29,8362.00,live
iarmbruster@gmail.com,Irvin,Armbruster,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29,8362.00,live
larmbruster@yahoo.com,Ludivine,Armbruster,1572,Mcmillan Group,Advanced cohesive Graphic Interface,2021-12-29,98164.00,live
sarmbruster@protonmail.com,Sofia,Armbruster,1572,Mcmillan Group,Advanced cohesive Graphic Interface,2021-12-29,98164.00,live
varmbruster@yahoo.com,Veola,Armbruster,910,Wiggins Ltd,Upgradable analyzing core,2021-11-24,3739.00,live
jarmellino@yahoo.com,Jere,Armellino,1572,Mcmillan Group,Advanced cohesive Graphic Interface,2021-12-29,98164.00,live
marmellino@outlook.com,Maryam,Armellino,238,Parker PLC,Reduced interactive matrix,2021-07-21,41198.00,live
aarmstrong@gmail.com,Arne,Armstrong,1114,Nunez-Richards,Exclusive attitude-oriented intranet,2021-03-10,88154.00,live
barmstrong@gmail.com,Bert,Armstrong,1572,Mcmillan Group,Advanced cohesive Graphic Interface,2021-12-29,98164.00,live
jarmstrong@live.com,Jost,Armstrong,968,Warren Ltd,Distributed system-worthy application,2021-09-21,153288.00,live
marnaud@gmail.com,Michelina,Arnaud,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29,8362.00,live
aarnold@gmail.com,Arvin,Arnold,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29,8362.00,live
aarnold@live.com,Armand,Arnold,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29,8362.00,live
carnold@live.com,Camillo,Arnold,563,Rush-Bowers,Persevering analyzing extranet,2021-12-26,71872.00,live
carnold@outlook.com,Cecilia,Arnold,238,Parker PLC,Reduced interactive matrix,2021-07-21,41198.00,live
carnold@yandex.com,Chuck,Arnold,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29,8362.00,live
harnold@yandex.com,Hubert,Arnold,563,Rush-Bowers,Persevering analyzing extranet,2021-12-26,71872.00,live
jarnold@live.com,Josef,Arnold,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29,8362.00,live
jarnold@yandex.com,Jonathon,Arnold,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29,8362.00,live
larnold@outlook.com,Luca,Arnold,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29,8362.00,live
larnold@yandex.com,Louisa,Arnold,1114,Nunez-Richards,Exclusive attitude-oriented intranet,2021-03-10,88154.00,live
uarnold@protonmail.com,Ucello,Arnold,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29,8362.00,live
varnold@protonmail.com,Venice,Arnold,2284,Foley-Cox,Progressive zero administration leverage,2022-01-13,151747.00,live
warnold@gmail.com,Waltraud,Arnold,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29,8362.00,live
sarnould@gmail.com,Sylvester,Arnould,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29,8362.00,live
larnoux@protonmail.com,Lino,Arnoux,968,Warren Ltd,Distributed system-worthy application,2021-09-21,153288.00,live
rarnoux@protonmail.com,Ruperta,Arnoux,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29,8362.00,live
sarnoux@gmail.com,Suanne,Arnoux,1572,Mcmillan Group,Advanced cohesive Graphic Interface,2021-12-29,98164.00,live
aarola@gmail.com,Anatolio,Arola,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29,8362.00,live
barone@gmail.com,Benny,Arone,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29,8362.00,live
earpino@protonmail.com,Emir,Arpino,1114,Nunez-Richards,Exclusive attitude-oriented intranet,2021-03-10,88154.00,live
warpino@gmail.com,Wendell,Arpino,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29,8362.00,live
larsenault@live.com,Liam,Arsenault,1114,Nunez-Richards,Exclusive attitude-oriented intranet,2021-03-10,88154.00,live
iartale@yahoo.com,Isabel,Artale,563,Rush-Bowers,Persevering analyzing extranet,2021-12-26,71872.00,live
kartino@yandex.com,Kamilah,Artino,563,Rush-Bowers,Persevering analyzing extranet,2021-12-26,71872.00,live
martino@yandex.com,Marsala,Artino,968,Warren Ltd,Distributed system-worthy application,2021-09-21,153288.00,live
eashley@protonmail.com,Elicia,Ashley,563,Rush-Bowers,Persevering analyzing extranet,2021-12-26,71872.00,live
jashley@yandex.com,Juliet,Ashley,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29,8362.00,live
kashley@yahoo.com,Kayla,Ashley,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29,8362.00,live
kashley@yahoo.com,Khalil,Ashley,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29,8362.00,live
washley@live.com,Willetta,Ashley,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29,8362.00,live
oasselin@protonmail.com,Otthild,Asselin,563,Rush-Bowers,Persevering analyzing extranet,2021-12-26,71872.00,live
masti@yandex.com,Melusina,Asti,1911,Willis and Sons,Fundamental incremental database,2021-06-16,72323.00,live
pasti@gmail.com,Patrizia,Asti,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29,8362.00,live
eastier@protonmail.com,Eldon,Astier,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29,8362.00,live
hastier@protonmail.com,Henny,Astier,1572,Mcmillan Group,Advanced cohesive Graphic Interface,2021-12-29,98164.00,live
matkins@yahoo.com,Marlin,Atkins,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29,8362.00,live
ratkins@protonmail.com,Raeann,Atkins,948,Burns-Burnett,Front-line scalable definition,2021-05-19,1559.00,live
gatkinson@yahoo.com,Gasparo,Atkinson,1572,Mcmillan Group,Advanced cohesive Graphic Interface,2021-12-29,98164.00,live
oatkinson@live.com,Oskar,Atkinson,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29,8362.00,live
zatkinson@protonmail.com,Zelie,Atkinson,1114,Nunez-Richards,Exclusive attitude-oriented intranet,2021-03-10,88154.00,live
raubry@gmail.com,Rolanda,Aubry,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29,8362.00,live
waubry@gmail.com,Weldon,Aubry,968,Warren Ltd,Distributed system-worthy application,2021-09-21,153288.00,live
haudy@gmail.com,Hawa,Audy,1572,Mcmillan Group,Advanced cohesive Graphic Interface,2021-12-29,98164.00,live
baue@protonmail.com,Bryanna,Aue,563,Rush-Bowers,Persevering analyzing extranet,2021-12-26,71872.00,live
daue@protonmail.com,David,Aue,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29,8362.00,live
eaue@gmail.com,Eneida,Aue,1114,Nunez-Richards,Exclusive attitude-oriented intranet,2021-03-10,88154.00,live
gaue@outlook.com,Glenn,Aue,1572,Mcmillan Group,Advanced cohesive Graphic Interface,2021-12-29,98164.00,live
haue@yahoo.com,Heinz,Aue,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29,8362.00,live
iaue@protonmail.com,Inge,Aue,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29,8362.00,live
cauer@live.com,Carie,Auer,1114,Nunez-Richards,Exclusive attitude-oriented intranet,2021-03-10,88154.00,live
eauer@live.com,Efisio,Auer,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29,8362.00,live
lauer@yandex.com,Lisa,Auer,1572,Mcmillan Group,Advanced cohesive Graphic Interface,2021-12-29,98164.00,live
tauer@yahoo.com,Trilby,Auer,563,Rush-Bowers,Persevering analyzing extranet,2021-12-26,71872.00,live
bauge@protonmail.com,Bertram,Auge,948,Burns-Burnett,Front-line scalable definition,2021-05-19,1559.00,live
lauger@yahoo.com,Linda,Auger,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29,8362.00,live
jaugeri@yandex.com,Johann,Augeri,563,Rush-Bowers,Persevering analyzing extranet,2021-12-26,71872.00,live
laugusta@gmail.com,Louise,Augusta,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29,8362.00,live
baugustin@protonmail.com,Benz,Augustin,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29,8362.00,live
caugustin@outlook.com,Cyrus,Augustin,968,Warren Ltd,Distributed system-worthy application,2021-09-21,153288.00,live
caugustin@yandex.com,Ciel,Augustin,1114,Nunez-Richards,Exclusive attitude-oriented intranet,2021-03-10,88154.00,live
gaugustin@gmail.com,Glady,Augustin,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29,8362.00,live
iaugustin@protonmail.com,Idriss,Augustin,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29,8362.00,live
waugustin@yandex.com,Wilfred,Augustin,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29,8362.00,live
bauricchio@protonmail.com,Berta,Auricchio,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29,8362.00,live
aaust@live.com,Alia,Aust,1114,Nunez-Richards,Exclusive attitude-oriented intranet,2021-03-10,88154.00,live
caust@live.com,Carl,Aust,1114,Nunez-Richards,Exclusive attitude-oriented intranet,2021-03-10,88154.00,live
daust@outlook.com,Digna,Aust,968,Warren Ltd,Distributed system-worthy application,2021-09-21,153288.00,live
eaust@yandex.com,Elke,Aust,563,Rush-Bowers,Persevering analyzing extranet,2021-12-26,71872.00,live
raust@outlook.com,Ramona,Aust,968,Warren Ltd,Distributed system-worthy application,2021-09-21,153288.00,live
vaust@protonmail.com,Valene,Aust,968,Warren Ltd,Distributed system-worthy application,2021-09-21,153288.00,live
faustin@live.com,Fernando,Austin,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29,8362.00,live
laustin@protonmail.com,Leonora,Austin,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29,8362.00,live
cavella@protonmail.com,Carl,Avella,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29,8362.00,live
navella@yahoo.com,Norbert,Avella,1911,Willis and Sons,Fundamental incremental database,2021-06-16,72323.00,live
mavellino@yandex.com,Melinda,Avellino,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29,8362.00,live
gaveni@live.com,Georgiann,Aveni,1572,Mcmillan Group,Advanced cohesive Graphic Interface,2021-12-29,98164.00,live
laveni@yandex.com,Lunette,Aveni,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29,8362.00,live
eavery@yahoo.com,Elario,Avery,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29,8362.00,live
lavery@live.com,Louison,Avery,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29,8362.00,live
mavery@outlook.com,Marwane,Avery,563,Rush-Bowers,Persevering analyzing extranet,2021-12-26,71872.00,live
aavila@gmail.com,Achim,Avila,968,Warren Ltd,Distributed system-worthy application,2021-09-21,153288.00,live
javila@protonmail.com,Jerrica,Avila,563,Rush-Bowers,Persevering analyzing extranet,2021-12-26,71872.00,live
javila@yandex.com,Jared,Avila,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29,8362.00,live
mavolio@protonmail.com,Marybelle,Avolio,1114,Nunez-Richards,Exclusive attitude-oriented intranet,2021-03-10,88154.00,live
